"DGT_DATASET_NAME","DGT_DATASET_REGEX","DGT_RUN_NUMBER_FROM","DGT_RUN_NUMBER_TO","DGT_RUN_CLASS"
"/PromptReco/Collisions2016F/DQM","/ZeroBias/Run2016F-PromptReco-v.*?/DQMIO
/SingleMuon/Run2016F-PromptReco-v.*?/DQMIO
/SinglePhoton/Run2016F-PromptReco-v.*?/DQMIO
/JetHT/Run2016F-PromptReco-v.*?/DQMIO",277991,278808,"Collisions16"
"/PromptReco/HICollisions2016A/DQM","/ZeroBias/PARun2016A-PromptReco-v.*?/DQMIO
/SingleMuon/PARun2016A-PromptReco-v.*?/DQMIO
/SinglePhoton/PARun2016A-PromptReco-v.*?/DQMIO
/JetHT/PARun2016A-PromptReco-v.*?/DQMIO",284180,284755,"Collisions16"
"/PromptReco/HICosmics2016A/DQM","/Cosmics/PARun2016A-PromptReco-v.*?/DQMIO
",284180,284755,"Cosmics16"
"/Express/HICosmics2016A/DQM","/StreamExpressCosmics/PARun2016A-Express-v.*?/DQMIO",284180,284755,"Cosmics16"
"/Express/HICosmics2016C/DQM","/StreamExpressCosmics/PARun2016D-Express-v.*/DQMIO
",286506,286521,"Cosmics16"
"/PromptReco/HICosmics2016D/DQM","/Cosmics/PARun2016D-PromptReco-v.*?/DQMIO
",286506,286521,"Cosmics16"
"/Express/HICollisions2016D/DQM","/StreamExpressPA/PARun2016D-Express-v.*?/DQMIO

",286506,286521,"Collisions16"
"/PromptReco/HICollisions2016D/DQM","/ZeroBias/PARun2016D-PromptReco-v.*?/DQMIO
/PASingleMuon/PARun2016D-PromptReco-v.*?/DQMIO
/PAEGJet1/PARun2016D-PromptReco-v.*?/DQMIO
",286506,286521,"Collisions16"
"/Express/Collisions2017/DQM","/StreamExpress/Run2017A-Express-v.*?/DQMIO",294927,307560,"Collisions17"
"/PromptReco/Collisions2017A/DQM","/ZeroBias/Run2017A-PromptReco-v.*?/DQMIO
/SingleMuon/Run2017A-PromptReco-v.*?/DQMIO
/SinglePhoton/Run2017A-PromptReco-v.*?/DQMIO
/JetHT/Run2017A-PromptReco-v.*?/DQMIO



",295954,297019,"Collisions17"
"/Express/Cosmics2017/DQM","/StreamExpressCosmics/Run2017.*?-Express-v.*?/DQMIO
",294645,307560,"Cosmics17"
"/PromptReco/Cosmics17A/DQM","/Cosmics/Run2017A-PromptReco-v.*?/DQMIO
",294645,297019,"Cosmics17"
"PromptReco/VdMscan2017/DQM","/ZeroBias.*?/Run2017A-PromptReco-v.*?/DQMIO",295255,297019,"Collisions17SpecialRun"
"/Express/VdM2017/DQM","/StreamExpress/Run2017A-Express-v.*?/DQMIO",295255,297019,"Collisions17SpecialRun"
"/PromptReco/5TeVSpecialRun2017G/DQM","/ZeroBias/Run2017G-PromptReco-v.*?/DQMIO
",306464,306826,"Collisions17SpecialRun"
"/Express/5TevSpecialRun2017G/DQM","/StreamExpress/Run2017.*?-Express-v.*?/DQMIO
",306464,306826,"Collisions17SpecialRun"
"/Express/Cosmics2018/DQM","/StreamExpressCosmics/Commissioning2018-Express-v.*?/DQMIO",312852,315250,"Cosmics18"
"/PromptReco/Collisions2018A/DQM","/ZeroBias/Commissioning2018-PromptReco-v.*?/DQMIO
",666666,999999,"Collisions18"
"/PromptReco/Cosmics18A/DQM","/Cosmics/Commissioning2018-PromptReco-v.*?/DQMIO
",666666,999999,"Cosmics18"
"/PromptReco/Cosmics18D/DQM","/Cosmics/Run2018D-PromptReco-v.*?/DQMIO",320394,325273,"Cosmics18"
"/PromptReco/Collisions2018D/DQM","/ZeroBias/Run2018D-PromptReco-v.*?/DQMIO
/SingleMuon/Run2018D-PromptReco-v.*?/DQMIO
/EGamma/Run2018D-PromptReco-v.*?/DQMIO
/JetHT/Run2018D-PromptReco-v.*?/DQMIO",320394,325273,"Collisions18"
"/Express/SpecialHICollisions2018/DQM","/StreamHIExpress/HIRun2018.*?-Express-v.*?/DQMIO",325766,327824,"Collisions18SpecialRun"
"/PromptReco/SpecialHICollisions2018/DQM","/HIMinimumBias0/HIRun2018.*?-PromptReco-v.*?/DQMIO
/HIMinimumBias1/HIRun2018.*?-PromptReco-v.*?/DQMIO",325766,327824,"Collisions18SpecialRun"
"/Express/Commissioning2019/DQM","/StreamExpressCosmics/Commissioning2019-Express-v.*?/DQM",327825,999999,"Commissioning19"
"/Express/Cosmics19/DQM","	
/StreamExpressCosmics/Commissioning2019-Express-v.*?/DQM",327825,999999,"Cosmics19"
"/PromptReco/Collisions2017F/DQM","/ZeroBias/Run2017F-PromptReco-v.*?/DQMIO
/HighEGJet/Run2017F-PromptReco-v.*?/DQMIO
/LowEGJet/Run2017F-PromptReco-v.*?/DQMIO
/SingleMuon/Run2017F-PromptReco-v.*?/DQMIO",306461,306462,"Collisions17"
"/PromptReco/Cosmics18B/DQM","/Cosmics/Run2018B-PromptReco-v.*?/DQMIO
",316998,319312,"Cosmics18"
"/PromptReco/Collisions2018B/DQM","/ZeroBias/Run2018B-PromptReco-v.*?/DQMIO
/SingleMuon/Run2018B-PromptReco-v.*?/DQMIO
/EGamma/Run2018B-PromptReco-v.*?/DQMIO
/JetHT/Run2018B-PromptReco-v.*?/DQMIO
",316998,319312,"Collisions18"
"/PromptReco/Cosmics17F/DQM","/Cosmics/Run2017F-PromptReco-v.*?/DQMIO",304911,306462,"Cosmics17"
"/PromptReco/Cosmics17G/DQM","/Cosmics/Run2017G-PromptReco-v.*?/DQMIO",306464,306826,"Cosmics17"
"/Express/5TeVCollisions2017G/DQM","/StreamExpress/Run2017G-Express-v.*?/DQMIO",306464,306826,"Collisions17"
"/PromptReco/5TeVCollisions2017G/DQM","/ZeroBias/Run2017G-PromptReco-v.*?/DQMIO
/HighEGJet/Run2017G-PromptReco-v.*?/DQMIO
/LowEGJet/Run2017G-PromptReco-v.*?/DQMIO
/SingleMuon/Run2017G-PromptReco-v.*?/DQMIO
",306464,306826,"Collisions17"
"/Express/Collisions2018/DQM","/StreamExpress/Commissioning2018-Express-v.*?/DQMIO
",314472,315250,"Collisions18"
"/PromptReco/Collisions2018Commiss/DQM","/ZeroBias/Commissioning2018-PromptReco-v.*?/DQMIO
",314472,315250,"Collisions18"
"/Express/SpecialRun2018/DQM","/StreamExpress/Commissioning2018-Express-v.*?/DQMIO
",314472,315250,"Collisions18SpecialRun"
"/PromptReco/SpecialRun2018/DQM","/ZeroBias/Commissioning2018-PromptReco-v.*?/DQMIO
",314472,315250,"Collisions18SpecialRun"
"/Express/HICosmics2018/DQM","/StreamExpressCosmics/HIRun2018.*?-Express-v.*?/DQMIO",325766,327824,"Cosmics18"
"/PromptReco/HICosmics18/DQM","/Cosmics/HIRun2018-PromptReco-v.*?/DQMIO",325766,326293,"Cosmics18"
"/PromptReco/XeXeCollisions2017/DQM","/HIMinimumBias/XeXeRun2017-PromptReco-v.*?/DQMIO",304899,304910,"Collisions17"
"/PromptReco/Collisions2017F/DQM","/ZeroBias/Run2017F-PromptReco-v.*?/DQMIO
/SingleMuon/Run2017F-PromptReco-v.*?/DQMIO
/SinglePhoton/Run2017F-PromptReco-v.*?/DQMIO
/JetHT/Run2017F-PromptReco-v.*?/DQMIO
",304911,306460,"Collisions17"
"/PromptReco/Collisions2017H/DQM","/ZeroBias/Run2017H-PromptReco-v.*?/DQMIO
/HighEGJet/Run2017H-PromptReco-v.*?/DQMIO
/LowEGJet/Run2017H-PromptReco-v.*?/DQMIO
/SingleMuon/Run2017H-PromptReco-v.*?/DQMIO",306828,307560,"Collisions17"
"/Express/Collisions2017/DQM","/StreamExpress/Run2017.*?-Express-v.*?/DQMIO
",306828,307560,"Collisions17"
"/PromptReco/SpecialRun2017/DQM","/ZeroBias.*?/Run2017.*?-PromptReco-v.*?/DQMIO",306828,307560,"Collisions17SpecialRun"
"/Express/SpecialRun2017/DQM","/StreamExpress/Run2017.*?-Express-v.*?/DQMIO",306828,307560,"Collisions17SpecialRun"
"/PromptReco/Cosmics17H/DQM","/Cosmics/Run2017H-PromptReco-v.*?/DQMIO",306828,999999,"Cosmics17"
"/PromptReco/Collisions2018E/DQM","/ZeroBias/Run2018E-PromptReco-v.*?/DQMIO /SingleMuon/Run2018E-PromptReco-v.*?/DQMIO /EGamma/Run2018E-PromptReco-v.*?/DQMIO /JetHT/Run2018E-PromptReco-v.*?/DQMIO",325274,325765,"Collisions18"
"/PromptReco/Cosmics18E/DQM","/Cosmics/Run2018E-PromptReco-v.*?/DQMIO",325274,325765,"Cosmics18"
"/PromptReco/HICollisions2018A/DQM","/HIHardProbes/HIRun2018A-PromptReco-v.*?/DQMIO
/HIHardProbesLower/HIRun2018A-PromptReco-v.*?/DQMIO
/HISingleMuon/HIRun2018A-PromptReco-v.*?/DQMIO
/HIMinimumBias0/HIRun2018A-PromptReco-v.*?/DQMIO
/HIForward/HIRun2018A-PromptReco-v.*?/DQMIO",326294,327824,"Collisions18"
"/PromptReco/HICosmics18A/DQM","/Cosmics/HIRun2018A-PromptReco-v.*?/DQMIO",326294,327824,"Cosmics18"
"/Express/Cosmics2018CRUZET/DQM","/StreamExpressCosmics/Commissioning2018-Express-v.*?/DQMIO",308327,312851,"Cosmics18CRUZET"
"/Express/Cosmics2018CRUZET/DQM","StreamExpressCosmics/Run2018.*?-Express-v.*?/DQMIO",308327,999999,"Cosmics18CRUZET"
"/PromptReco/Cosmics18CRUZET/DQM","/Cosmics/Commissioning2018-PromptReco-v.*?/DQMIO",308327,312851,"Cosmics18CRUZET"
"/PromptReco/Cosmics18CRUZET/DQM","/Cosmics/Run2018.*?-PromptReco-v.*?/DQMIO",308327,999999,"Cosmics18CRUZET"
"/Express/Cosmics2018/DQM","/StreamExpressCosmics/Run2018.*?-Express-v.*?/DQMIO
",315252,325765,"Cosmics18"
"/PromptReco/Cosmics18/DQM","/Cosmics/Commissioning2018-PromptReco-v1/DQMIO",312852,315250,"Cosmics18"
"/PromptReco/Cosmics18A/DQM","/Cosmics/Run2018A-PromptReco-v.*?/DQMIO",315252,316995,"Cosmics18"
"/Express/Collisions2018/DQM","/StreamExpress/Run2018.*?-Express-v.*?/DQMIO
",315252,325765,"Collisions18"
"/PromptReco/Collisions2018A/DQM","/ZeroBias/Run2018A-PromptReco-v.*?/DQMIO

/SingleMuon/Run2018A-PromptReco-v.*?/DQMIO

/EGamma/Run2018A-PromptReco-v.*?/DQMIO
/JetHT/Run2018A-PromptReco-v.*?/DQMIO
",315252,316995,"Collisions18"
"/Express/SpecialRun2018/DQM","/StreamExpress/Run2018.*?-Express-v.*?/DQMIO
",315252,325765,"Collisions18SpecialRun"
"/PromptReco/SpecialRun2018/DQM","/ZeroBias.*?/Run2018.*?-PromptReco-v.*?/DQMIO
",315252,325765,"Collisions18SpecialRun"
"/Express/Commissioning2018/DQM","/StreamExpressCosmics/Commissioning2018-Express-v.*?/DQMIO
",308200,999999,"Commissioning18"
"/PromptReco/Collisions2018C/DQM","/ZeroBias/Run2018C-PromptReco-v.*?/DQMIO
/SingleMuon/Run2018C-PromptReco-v.*?/DQMIO
/EGamma/Run2018C-PromptReco-v.*?/DQMIO
/JetHT/Run2018C-PromptReco-v.*?/DQMIO
",319313,320393,"Collisions18"
"/PromptReco/Cosmics18C/DQM","/Cosmics/Run2018C-PromptReco-v.*?/DQMIO
",319313,320393,"Cosmics18"
"/Express/Collisions2017/DQM","/StreamExpress/Run2017.*?-Express-v.*?/DQMIO",304911,306462,"Collisions17"
"/PromptReco/HICollisions2018/DQM","/HIHardProbes/HIRun2018-PromptReco-v.*?/DQMIO
/HIHardProbesLower/HIRun2018-PromptReco-v.*?/DQMIO
/HISingleMuon/HIRun2018-PromptReco-v.*?/DQMIO
/HIMinimumBias0/HIRun2018-PromptReco-v.*?/DQMIO
/HIForward/HIRun2018-PromptReco-v.*?/DQMIO",325766,326293,"Collisions18"
"/Express/HICollisions2018/DQM","/StreamHIExpress/HIRun2018.*?-Express-v.*?/DQMIO",325766,327824,"Collisions18"
