run_number,name,dataset_attributes,deleted,version,datasets_in_gui
362119,/PromptReco/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47418416,[]
362119,online,{},False,47418396,[]
362119,/Express/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47418481,['/StreamExpressCosmics/Run2022F-Express-v1/DQMIO']
362117,/PromptReco/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47418319,[]
362117,online,{},False,47415276,[]
362117,/Express/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47418467,['/StreamExpressCosmics/Run2022F-Express-v1/DQMIO']
362114,online,{},False,47415170,[]
362110,/PromptReco/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47418286,[]
362110,online,{},False,47415256,[]
362110,/Express/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47418334,['/StreamExpressCosmics/Run2022F-Express-v1/DQMIO']
362109,/PromptReco/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47415078,[]
362109,online,{},False,47415059,[]
362109,/Express/Cosmics22/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47415210,['/StreamExpressCosmics/Run2022F-Express-v1/DQMIO']
362108,online,{},False,47414084,[]
362107,/PromptReco/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47414119,[]
362107,online,{},False,47414087,[]
362107,/Express/Commissioning2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47415007,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362107,/Express/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'SIGNOFF'}",False,47422225,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362106,/PromptReco/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47412505,[]
362106,online,{},False,47412179,[]
362106,/Express/Commissioning2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47412827,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362106,/Express/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'SIGNOFF'}",False,47422174,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362105,/PromptReco/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47412202,[]
362105,online,{},False,47412022,[]
362105,/Express/Commissioning2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47412495,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362105,/Express/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'SIGNOFF'}",False,47420014,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362104,/PromptReco/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47411583,[]
362104,online,{},False,47411541,[]
362104,/Express/Commissioning2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47411704,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362104,/Express/Collisions2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'SIGNOFF'}",False,47419896,['/StreamExpress/Run2022F-Express-v1/DQMIO']
362102,/PromptReco/Commissioning2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47411242,[]
362102,online,{},False,47411234,[]
362102,"/Express/Commissioning2022/DQM
","{'dc_state': 'waiting dqm gui', 'dt_state': 'not significant for workspace', 'cms_state': 'waiting dqm gui', 'csc_state': 'not significant for workspace', 'gem_state': 'not significant for workspace', 'hlt_state': 'not significant for workspace', 'l1t_state': 'not significant for workspace', 'rpc_state': 'not significant for workspace', 'tau_state': 'not significant for workspace', 'btag_state': 'not significant for workspace', 'ecal_state': 'not significant for workspace', 'hcal_state': 'not significant for workspace', 'lumi_state': 'not significant for workspace', 'muon_state': 'not significant for workspace', 'appeared_in': [], 'ctpps_state': 'OPEN', 'castor_state': 'not significant for workspace', 'egamma_state': 'not significant for workspace', 'global_state': 'not significant for workspace', 'jetmet_state': 'not significant for workspace', 'tracker_state': 'OPEN'}",False,47411249,['/StreamExpressCosmics/Run2022F-Express-v1/DQMIO']
362099,online,{},False,47411066,[]
362097,online,{},False,47411032,[]
362095,online,{},False,47411018,[]
362094,online,{},False,47410982,[]
362093,/PromptReco/Commissioning2022/DQM,"{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47411075,[]
362093,online,{},False,47410990,[]
362093,"/Express/Commissioning2022/DQM
","{'dc_state': 'waiting dqm gui', 'dt_state': 'waiting dqm gui', 'cms_state': 'waiting dqm gui', 'csc_state': 'waiting dqm gui', 'gem_state': 'waiting dqm gui', 'hlt_state': 'waiting dqm gui', 'l1t_state': 'waiting dqm gui', 'rpc_state': 'waiting dqm gui', 'tau_state': 'waiting dqm gui', 'btag_state': 'waiting dqm gui', 'ecal_state': 'waiting dqm gui', 'hcal_state': 'waiting dqm gui', 'lumi_state': 'waiting dqm gui', 'muon_state': 'waiting dqm gui', 'appeared_in': [], 'ctpps_state': 'waiting dqm gui', 'castor_state': 'waiting dqm gui', 'egamma_state': 'waiting dqm gui', 'global_state': 'waiting dqm gui', 'jetmet_state': 'waiting dqm gui', 'tracker_state': 'waiting dqm gui'}",False,47411075,[]
